trait	location	collection_date
hCoV-19/USA/IL-NM074/2020|EPI_ISL_444569|2020-03-16|NorthAmerica	other	2020-03-16
hCoV-19/USA/GA-QDX-580/2020|EPI_ISL_571291|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/GA-QDX-152/2020|EPI_ISL_467848|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/USA/NY-NYUMC894/2020	NY-Brooklyn	2020-04-30
hCoV-19/USA/FL-BPHL-1459/2020|EPI_ISL_549241|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/USA/GA-UW-MAYO64/2020|EPI_ISL_500515|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/USA/FL-BPHL-0239/2020|EPI_ISL_480890|2020-05-02|NorthAmerica	other	2020-05-02
hCoV-19/USA/NY-NYUMC754/2020	NY	2020-03-20
hCoV-19/Panama/328726/2020|EPI_ISL_496610|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/USA/IN-CDC-2013/2020|EPI_ISL_452131|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/VA-DCLS-0544/2020|EPI_ISL_485845|2020-03-11|NorthAmerica	other	2020-03-11
hCoV-19/USA/FL-BPHL-0682/2020|EPI_ISL_509740|2020-03-26|NorthAmerica	other	2020-03-26
hCoV-19/USA/NY-NYUMC728/2020	NY	2020-03-26
hCoV-19/Singapore/232/2020|EPI_ISL_462350|2020-03-31|Asia	other	2020-03-31
hCoV-19/Singapore/421/2020|EPI_ISL_475952|2020-04-09|Asia	other	2020-04-09
hCoV-19/Guatemala/CDC-1234/2020|EPI_ISL_509701|2020-03-19|NorthAmerica	other	2020-03-19
hCoV-19/USA/WY-WYPHL-00029/2020|EPI_ISL_462922|2020-03-21|NorthAmerica	other	2020-03-21
hCoV-19/USA/GA_1445/2020|EPI_ISL_420788|2020-03-04|NorthAmerica	other	2020-03-04
hCoV-19/USA/GA_1320/2020|EPI_ISL_420786|2020-03-03|NorthAmerica	other	2020-03-03
hCoV-19/USA/SC-DHEC-0055/2020|EPI_ISL_491104|2020-03-27|NorthAmerica	other	2020-03-27
hCoV-19/USA/GA_2343/2020|EPI_ISL_424864|2020-03-10|NorthAmerica	other	2020-03-10
hCoV-19/USA/SC-DHEC-0093/2020|EPI_ISL_491108|2020-04-24|NorthAmerica	other	2020-04-24
hCoV-19/USA/SC-DHEC-0031/2020|EPI_ISL_529173|2020-03-20|NorthAmerica	other	2020-03-20
hCoV-19/USA/SC_3569/2020|EPI_ISL_424841|2020-03-06|NorthAmerica	other	2020-03-06
hCoV-19/USA/SC_3570/2020|EPI_ISL_424903|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/USA/DE-DHSS-F917680/2020|EPI_ISL_574586|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/USA/PA-MGEL110/2020|EPI_ISL_454387|2020-04-04|NorthAmerica	other	2020-04-04
hCoV-19/USA/FL-BPHL-0595/2020|EPI_ISL_508799|2020-03-24|NorthAmerica	other	2020-03-24
hCoV-19/USA/DC-CDC-8704/2020|EPI_ISL_576178|2020-04-21|NorthAmerica	other	2020-04-21
hCoV-19/Panama/339160/2020|EPI_ISL_496892|2020-04-10|NorthAmerica	other	2020-04-10
hCoV-19/Panama/339494/2020|EPI_ISL_496895|2020-04-11|NorthAmerica	other	2020-04-11
hCoV-19/USA/HI-QDX-759/2020|EPI_ISL_571528|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/Taiwan/NTU13/2020|EPI_ISL_422415|2020-03-17|Asia	other	2020-03-17
hCoV-19/USA/TX-HMH0322/2020|EPI_ISL_434934|2020-03-28|NorthAmerica	other	2020-03-28
hCoV-19/USA/TX-HMH0209/2020|EPI_ISL_434884|2020-03-24|NorthAmerica	other	2020-03-24
hCoV-19/Panama/330671/2020|EPI_ISL_496669|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/IL-UW-143/2020|EPI_ISL_427450|2020-04-13|NorthAmerica	other	2020-04-13
hCoV-19/USA/IL-UW-126/2020|EPI_ISL_427433|2020-04-11|NorthAmerica	other	2020-04-11
hCoV-19/USA/MD-HP00883/2020|EPI_ISL_511872|2020-04-04|NorthAmerica	other	2020-04-04
hCoV-19/Panama/333694/2020|EPI_ISL_496753|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Panama/334144/2020|EPI_ISL_496767|2020-03-24|NorthAmerica	other	2020-03-24
hCoV-19/USA/NY-NYUMC565/2020	NY-Brooklyn	2020-03-30
hCoV-19/USA/WI-WSLH-200133/2020|EPI_ISL_578361|2020-04-23|NorthAmerica	other	2020-04-23
hCoV-19/USA/VA-DCLS-0098/2020|EPI_ISL_434592|2020-04-10|NorthAmerica	other	2020-04-10
hCoV-19/Panama/329536/2020|EPI_ISL_496631|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/USA/MD-HP00030/2020|EPI_ISL_434686|2020-03-20|NorthAmerica	other	2020-03-20
hCoV-19/Panama/333937/2020|EPI_ISL_496756|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Taiwan/CGMH-CGU-29/2020|EPI_ISL_464093|2020-04-02|Asia	other	2020-04-02
hCoV-19/USA/VI-CDC-3638/2020|EPI_ISL_464167|2020-03-19|NorthAmerica	other	2020-03-19
hCoV-19/USA/OH-OSUP0016/2020|EPI_ISL_427288|2020-03-31|NorthAmerica	other	2020-03-31
hCoV-19/USA/IL-NM070/2020|EPI_ISL_444565|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/Vietnam/CM99/2020|EPI_ISL_416429|2020-02-11|Asia	other	2020-02-11
hCoV-19/India/MH-1-31/2020|EPI_ISL_413523|2020-01-31|Asia	other	2020-01-31
hCoV-19/SouthKorea/KCDC03/2020|EPI_ISL_407193|2020-01-25|Asia	other	2020-01-25
hCoV-19/SouthKorea/KCDC06/2020|EPI_ISL_412870|2020-01-30|Asia	other	2020-01-30
hCoV-19/SouthKorea/KCDC2062/2020|EPI_ISL_497963|2020-01-31|Asia	other	2020-01-31
hCoV-19/Japan/PG-0213/2020|EPI_ISL_479913|2020-02-28|Asia	other	2020-02-28
hCoV-19/Panama/335925/2020|EPI_ISL_496827|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/331074/2020|EPI_ISL_496680|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/Panama/337358/2020|EPI_ISL_496859|2020-04-07|NorthAmerica	other	2020-04-07
hCoV-19/Panama/330754/2020|EPI_ISL_496671|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/Panama/329446/2020|EPI_ISL_496630|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/Panama/335877/2020|EPI_ISL_496823|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/341269/2020|EPI_ISL_496914|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/Panama/338641/2020|EPI_ISL_496873|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/334102/2020|EPI_ISL_496764|2020-03-21|NorthAmerica	other	2020-03-21
hCoV-19/Panama/337099/2020|EPI_ISL_496856|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/Panama/338642/2020|EPI_ISL_496874|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/338639/2020|EPI_ISL_496871|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/334256/2020|EPI_ISL_496770|2020-03-26|NorthAmerica	other	2020-03-26
hCoV-19/Panama/337097/2020|EPI_ISL_496855|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/Panama/340232/2020|EPI_ISL_496904|2020-04-13|NorthAmerica	other	2020-04-13
hCoV-19/Panama/332238/2020|EPI_ISL_496705|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/Panama/341361/2020|EPI_ISL_496915|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/Panama/332668/2020|EPI_ISL_496716|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Panama/340006/2020|EPI_ISL_496901|2020-04-13|NorthAmerica	other	2020-04-13
hCoV-19/Panama/338362/2020|EPI_ISL_496867|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/339125/2020|EPI_ISL_496891|2020-04-10|NorthAmerica	other	2020-04-10
hCoV-19/Panama/340836/2020|EPI_ISL_496906|2020-04-14|NorthAmerica	other	2020-04-14
hCoV-19/Panama/337884/2020|EPI_ISL_496865|2020-04-08|NorthAmerica	other	2020-04-08
hCoV-19/Panama/338634/2020|EPI_ISL_496870|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/332311/2020|EPI_ISL_496709|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/Panama/336440/2020|EPI_ISL_496850|2020-04-05|NorthAmerica	other	2020-04-05
hCoV-19/Panama/332298/2020|EPI_ISL_496708|2020-03-20|NorthAmerica	other	2020-03-20
hCoV-19/Panama/336023/2020|EPI_ISL_496834|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/335862/2020|EPI_ISL_496822|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/333668/2020|EPI_ISL_496749|2020-03-26|NorthAmerica	other	2020-03-26
hCoV-19/Panama/338777/2020|EPI_ISL_496885|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/336418/2020|EPI_ISL_496848|2020-04-04|NorthAmerica	other	2020-04-04
hCoV-19/Panama/335002/2020|EPI_ISL_496800|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/Panama/334277/2020|EPI_ISL_496771|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/Panama/338681/2020|EPI_ISL_496879|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/Panama/339631/2020|EPI_ISL_496897|2020-04-12|NorthAmerica	other	2020-04-12
hCoV-19/Panama/328710/2020|EPI_ISL_496606|2020-02-20|NorthAmerica	other	2020-02-20
hCoV-19/Panama/333271/2020|EPI_ISL_496736|2020-02-23|NorthAmerica	other	2020-02-23
hCoV-19/Panama/335903/2020|EPI_ISL_496825|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/334655/2020|EPI_ISL_496790|2020-03-31|NorthAmerica	other	2020-03-31
hCoV-19/Panama/334280/2020|EPI_ISL_496772|2020-03-28|NorthAmerica	other	2020-03-28
hCoV-19/Panama/333181/2020|EPI_ISL_496734|2020-03-19|NorthAmerica	other	2020-03-19
hCoV-19/Panama/337250/2020|EPI_ISL_496857|2020-04-07|NorthAmerica	other	2020-04-07
hCoV-19/Panama/335097/2020|EPI_ISL_496804|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/Panama/335885/2020|EPI_ISL_496824|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/336008/2020|EPI_ISL_496833|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/335922/2020|EPI_ISL_496826|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/331186/2020|EPI_ISL_496681|2020-03-06|NorthAmerica	other	2020-03-06
hCoV-19/Panama/334333/2020|EPI_ISL_496774|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/Panama/328709/2020|EPI_ISL_496605|2020-02-28|NorthAmerica	other	2020-02-28
hCoV-19/Panama/329682/2020|EPI_ISL_496642|2020-03-06|NorthAmerica	other	2020-03-06
hCoV-19/Panama/329879/2020|EPI_ISL_496654|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/Panama/328723/2020|EPI_ISL_496609|2020-02-17|NorthAmerica	other	2020-02-17
hCoV-19/Panama/328719/2020|EPI_ISL_496607|2020-02-22|NorthAmerica	other	2020-02-22
hCoV-19/Spain/AN-ISCIII-201613/2020|EPI_ISL_455316|2020-03-05|Europe	other	2020-03-05
hCoV-19/Panama/330413/2020|EPI_ISL_496663|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/Spain/PV-IBV-000860/2020|EPI_ISL_452692|2020-02-29|Europe	other	2020-02-29
hCoV-19/Mexico/CMX-INCMNSZ-02/2020|EPI_ISL_426362|2020-03-10|NorthAmerica	other	2020-03-10
hCoV-19/Kazakhstan/22044/2020|EPI_ISL_454584|2020-04-21|Asia	other	2020-04-21
hCoV-19/Kazakhstan/22001/2020|EPI_ISL_454582|2020-04-23|Asia	other	2020-04-23
hCoV-19/Panama/328706/2020|EPI_ISL_496604|2020-03-05|NorthAmerica	other	2020-03-05
hCoV-19/Vietnam/HCMC-35016/2020|EPI_ISL_450741|2020-03-20|Asia	other	2020-03-20
hCoV-19/Luxembourg/LNS6325758/2020|EPI_ISL_429743|2020-03-29|Europe	other	2020-03-29
hCoV-19/Colombia/NAR-INS-94679/2020|EPI_ISL_498162|2020-03-30|SouthAmerica	other	2020-03-30
hCoV-19/Spain/VC-FISABIO-54/2020|EPI_ISL_425178|2020-02-28|Europe	other	2020-02-28
hCoV-19/Spain/VC-FISABIO-5/2020|EPI_ISL_416484|2020-02-27|Europe	other	2020-02-27
hCoV-19/Panama/334559/2020|EPI_ISL_496784|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/Panama/334610/2020|EPI_ISL_496786|2020-03-31|NorthAmerica	other	2020-03-31
hCoV-19/Australia/VIC126/2020|EPI_ISL_419728|2020-03-20|Oceania	other	2020-03-20
hCoV-19/USA/WY-WYPHL-00024/2020|EPI_ISL_462917|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/USA/AZ-TG271862/2020|EPI_ISL_426483|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/Poland/Wro-02/2020|EPI_ISL_437625|2020-03-18|Europe	other	2020-03-18
hCoV-19/Panama/330547/2020|EPI_ISL_496666|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/Panama/330722/2020|EPI_ISL_496670|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/Panama/336567/2020|EPI_ISL_496853|2020-04-05|NorthAmerica	other	2020-04-05
hCoV-19/Kazakhstan/7263/2020|EPI_ISL_454571|2020-03-25|Asia	other	2020-03-25
hCoV-19/Panama/332822/2020|EPI_ISL_496725|2020-03-25|NorthAmerica	other	2020-03-25
hCoV-19/Panama/335941/2020|EPI_ISL_496829|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Panama/335013/2020|EPI_ISL_496801|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/Kazakhstan/17920/2020|EPI_ISL_454577|2020-04-15|Asia	other	2020-04-15
hCoV-19/Panama/336377/2020|EPI_ISL_496844|2020-04-04|NorthAmerica	other	2020-04-04
hCoV-19/Kazakhstan/7341/2020|EPI_ISL_454572|2020-03-25|Asia	other	2020-03-25
hCoV-19/Panama/332810/2020|EPI_ISL_496724|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Singapore/20/2020|EPI_ISL_418993|2020-01-29|Asia	other	2020-01-29
hCoV-19/Singapore/906/2020|EPI_ISL_536447|2020-01-25|Asia	other	2020-01-25
hCoV-19/USA/WA1/2020|EPI_ISL_404895|2020-01-19|NorthAmerica	other	2020-01-19
hCoV-19/Wuhan/0126-C13/2020|EPI_ISL_493171|2020-01-26|Asia	other	2020-01-26
hCoV-19/Malaysia/MKAK-CL-2020-6430/2020|EPI_ISL_416886|2020-02-04|Asia	other	2020-02-04
hCoV-19/USA/WA-S113/2020|EPI_ISL_417166|2020-02-29|NorthAmerica	other	2020-02-29
hCoV-19/Canada/BC_4122951/2020|EPI_ISL_418826|2020-03-10|NorthAmerica	other	2020-03-10
hCoV-19/USA/WA-S257/2020|EPI_ISL_430295|2020-02-25|NorthAmerica	other	2020-02-25
hCoV-19/USA/WA-S713/2020|EPI_ISL_449883|2020-04-08|NorthAmerica	other	2020-04-08
hCoV-19/USA/CA-CDPH-UC5/2020|EPI_ISL_413922|2020-03-05|NorthAmerica	other	2020-03-05
hCoV-19/USA/CA-CDPH-UC6/2020|EPI_ISL_413924|2020-03-05|NorthAmerica	other	2020-03-05
hCoV-19/USA/OR-OHSU-0200/2020|EPI_ISL_509071|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/Panama/328941/2020|EPI_ISL_496617|2020-02-27|NorthAmerica	other	2020-02-27
hCoV-19/USA/GA-QDX-1073/2020|EPI_ISL_571823|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/HI-QDX-1288/2020|EPI_ISL_571927|2020-03-16|NorthAmerica	other	2020-03-16
hCoV-19/USA/NM-UNM-00014/2020|EPI_ISL_467596|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/USA/PA-QDX-30/2020|EPI_ISL_467904|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/Australia/VIC847/2020|EPI_ISL_427107|2020-04-04|Oceania	other	2020-04-04
hCoV-19/CostaRica/INC-0049/2020|EPI_ISL_512655|2020-03-20|NorthAmerica	other	2020-03-20
hCoV-19/Iceland/259/2020|EPI_ISL_417587|2020-03-17|Europe	other	2020-03-17
hCoV-19/Peru/LIM-INS-142/2020|EPI_ISL_536537|2020-03-16|SouthAmerica	other	2020-03-16
hCoV-19/USA/NJ-NYUMC111/2020	other	2020-03-18
hCoV-19/USA/VI-CDC-3705/2020|EPI_ISL_452122|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/USA/NY-NYUMC670/2020	NY	2020-04-14
hCoV-19/USA/MT-BHDH-074/2020|EPI_ISL_437433|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/Panama/329547/2020|EPI_ISL_496633|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/PuertoRico/CDC-S7/2020|EPI_ISL_434547|2020-03-24|NorthAmerica	other	2020-03-24
hCoV-19/Panama/328971/2020|EPI_ISL_496619|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/CO-CDC-5610/2020|EPI_ISL_452127|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/USA/CO-CDC-5667/2020|EPI_ISL_452128|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/Mexico/CMX-InDRE-06/2020|EPI_ISL_424673|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/USA/MN-MDH-1365/2020|EPI_ISL_507953|2020-04-23|NorthAmerica	other	2020-04-23
hCoV-19/USA/MN-MDH-1359/2020|EPI_ISL_507948|2020-04-22|NorthAmerica	other	2020-04-22
hCoV-19/USA/MN-MDH-1304/2020|EPI_ISL_495603|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/USA/MN-MDH-1307/2020|EPI_ISL_495606|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/Mexico/CMX-INCMNSZ-03/2020|EPI_ISL_426363|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/Mexico/CMX-INCMNSZ-04/2020|EPI_ISL_426364|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/Mexico/CMX-INER-05/2020|EPI_ISL_424627|2020-03-16|NorthAmerica	other	2020-03-16
hCoV-19/Mexico/CMX-InDRE_15/2020|EPI_ISL_455439|2020-03-11|NorthAmerica	other	2020-03-11
hCoV-19/CostaRica/03/2020|EPI_ISL_434536|2020-03-17|NorthAmerica	other	2020-03-17
hCoV-19/Taiwan/TSGH-34/2020|EPI_ISL_447593|2020-04-01|Asia	other	2020-04-01
hCoV-19/USA/WA-S243/2020|EPI_ISL_430281|2020-02-29|NorthAmerica	other	2020-02-29
hCoV-19/USA/CA-CZB-1360/2020|EPI_ISL_468372|2020-04-12|NorthAmerica	other	2020-04-12
hCoV-19/USA/OR-OHSU-0049/2020|EPI_ISL_468086|2020-04-16|NorthAmerica	other	2020-04-16
hCoV-19/USA/WA-S89/2020|EPI_ISL_417142|2020-02-29|NorthAmerica	other	2020-02-29
hCoV-19/USA/WA-S90/2020|EPI_ISL_417143|2020-02-29|NorthAmerica	other	2020-02-29
hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/Canada/MB-NML-658/2020|EPI_ISL_582302|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Canada/MB-NML-878/2020|EPI_ISL_582354|2020-03-31|NorthAmerica	other	2020-03-31
hCoV-19/USA/NY-NYUMC520/2020	NY-Manhattan	2020-03-30
hCoV-19/USA/NY-NYUMC95/2020	NY-Manhattan	2020-03-18
hCoV-19/USA/NY-NYUMC515/2020	NY-Queens	2020-03-30
hCoV-19/USA/VI-CDC-3688/2020|EPI_ISL_452123|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/USA/VA-DCLS-0543/2020|EPI_ISL_485844|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/USA/WA4-UW2/2020|EPI_ISL_413455|2020-02-28|NorthAmerica	other	2020-02-28
hCoV-19/USA/NC-CDC-6999/2020|EPI_ISL_452124|2020-03-03|NorthAmerica	other	2020-03-03
