name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/USA/WY-WYPHL-20007414/2020|EPI_ISL_493127|2020-04-02|NorthAmerica,USA/WY-WYPHL-20007414/2020,EPI_ISL_493127,2020-04-02,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/SC-DHEC-0085/2020|EPI_ISL_491107|2020-04-24|NorthAmerica,USA/SC-DHEC-0085/2020,EPI_ISL_491107,2020-04-24,North America,USA,South Carolina,North America,USA,
hCoV-19/USA/CA-ALSR-0803-SAN/2020|EPI_ISL_483370|2020-03-31|NorthAmerica,USA/CA-ALSR-0803-SAN/2020,EPI_ISL_483370,2020-03-31,North America,USA,California,North America,USA,
hCoV-19/USA/GA-QDX-232/2020|EPI_ISL_498713|2020-04-24|NorthAmerica,USA/GA-QDX-232/2020,EPI_ISL_498713,2020-04-24,North America,USA,Georgia,North America,USA,
hCoV-19/USA/FL-BPHL-029/2020|EPI_ISL_436533|2020-04-16|NorthAmerica,USA/FL-BPHL-029/2020,EPI_ISL_436533,2020-04-16,North America,USA,Florida,North America,USA,
hCoV-19/USA/OR-PROV-132/2020|EPI_ISL_482395|2020-05-01|NorthAmerica,USA/OR-PROV-132/2020,EPI_ISL_482395,2020-05-01,North America,USA,Oregon,North America,USA,
hCoV-19/Canada/ON-OICR-SLB2822/2020|EPI_ISL_538350|2020-04-02|NorthAmerica,Canada/ON-OICR-SLB2822/2020,EPI_ISL_538350,2020-04-02,North America,Canada,Ontario,North America,Canada,
hCoV-19/Norway/2549/2020|EPI_ISL_471177|2020-05-04|Europe,Norway/2549/2020,EPI_ISL_471177,2020-05-04,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Finland/4May56S4/2020|EPI_ISL_481678|2020-05-04|Europe,Finland/4May56S4/2020,EPI_ISL_481678,2020-05-04,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Finland/5May44S12/2020|EPI_ISL_481699|2020-05-05|Europe,Finland/5May44S12/2020,EPI_ISL_481699,2020-05-05,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Finland/5May46S12/2020|EPI_ISL_481700|2020-05-05|Europe,Finland/5May46S12/2020,EPI_ISL_481700,2020-05-05,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/FL-BPHL-0491/2020|EPI_ISL_495397|2020-03-26|NorthAmerica,USA/FL-BPHL-0491/2020,EPI_ISL_495397,2020-03-26,North America,USA,Florida,North America,USA,
hCoV-19/USA/NY-PV09151/2020|EPI_ISL_422519|2020-03-22|NorthAmerica,USA/NY-PV09151/2020,EPI_ISL_422519,2020-03-22,North America,USA,New York,North America,USA,
hCoV-19/USA/DC-HP00117/2020|EPI_ISL_457810|2020-03-28|NorthAmerica,USA/DC-HP00117/2020,EPI_ISL_457810,2020-03-28,North America,USA,Washington DC,North America,USA,
hCoV-19/USA/ID-UW-6377/2020|EPI_ISL_570108|2020-04-02|NorthAmerica,USA/ID-UW-6377/2020,EPI_ISL_570108,2020-04-02,North America,USA,Idaho,North America,USA,
hCoV-19/USA/FL-BPHL-0209/2020|EPI_ISL_480860|2020-04-19|NorthAmerica,USA/FL-BPHL-0209/2020,EPI_ISL_480860,2020-04-19,North America,USA,Florida,North America,USA,
hCoV-19/Belize/CDC-6852/2020|EPI_ISL_509714|2020-04-09|NorthAmerica,Belize/CDC-6852/2020,EPI_ISL_509714,2020-04-09,North America,Belize,Belmopan,North America,Belize,
hCoV-19/CostaRica/INC-0025/2020|EPI_ISL_491437|2020-03-07|NorthAmerica,CostaRica/INC-0025/2020,EPI_ISL_491437,2020-03-07,North America,Costa Rica,San Jose,North America,Costa Rica,
hCoV-19/CostaRica/INC-0045/2020|EPI_ISL_491456|2020-03-23|NorthAmerica,CostaRica/INC-0045/2020,EPI_ISL_491456,2020-03-23,North America,Costa Rica,San Jose,North America,Costa Rica,
hCoV-19/USA/MI-MDHHS-SC21441/2020|EPI_ISL_507695|2020-03-25|NorthAmerica,USA/MI-MDHHS-SC21441/2020,EPI_ISL_507695,2020-03-25,North America,USA,Michigan,North America,USA,
hCoV-19/USA/AZ-TG268917/2020|EPI_ISL_426519|2020-03-14|NorthAmerica,USA/AZ-TG268917/2020,EPI_ISL_426519,2020-03-14,North America,USA,Arizona,North America,USA,
hCoV-19/Thailand/Bangkok-0042/2020|EPI_ISL_429178|2020-03-28|Asia,Thailand/Bangkok-0042/2020,EPI_ISL_429178,2020-03-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Finland/28A78S6/2020|EPI_ISL_481633|2020-04-28|Europe,Finland/28A78S6/2020,EPI_ISL_481633,2020-04-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Finland/28A79S6/2020|EPI_ISL_481634|2020-04-28|Europe,Finland/28A79S6/2020,EPI_ISL_481634,2020-04-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/NJ-QDX-1253/2020|EPI_ISL_571980|2020-03-16|NorthAmerica,USA/NJ-QDX-1253/2020,EPI_ISL_571980,2020-03-16,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/TN-CDC-7936/2020|EPI_ISL_540434|2020-03-12|NorthAmerica,USA/TN-CDC-7936/2020,EPI_ISL_540434,2020-03-12,North America,USA,Tennessee,North America,USA,
hCoV-19/Argentina/PAIS-A0003/2020|EPI_ISL_430795|2020-03-26|SouthAmerica,Argentina/PAIS-A0003/2020,EPI_ISL_430795,2020-03-26,South America,South America,South America,South America,South America,
hCoV-19/USA/MA-QDX-54/2020|EPI_ISL_467860|2020-03-15|NorthAmerica,USA/MA-QDX-54/2020,EPI_ISL_467860,2020-03-15,North America,USA,Massachusetts,North America,USA,
hCoV-19/USA/CA-QDX-83/2020|EPI_ISL_468564|2020-03-13|NorthAmerica,USA/CA-QDX-83/2020,EPI_ISL_468564,2020-03-13,North America,USA,California,North America,USA,
hCoV-19/USA/WI-WSLH-200145/2020|EPI_ISL_578372|2020-03-12|NorthAmerica,USA/WI-WSLH-200145/2020,EPI_ISL_578372,2020-03-12,North America,USA,Wisconsin,North America,USA,
hCoV-19/Singapore/106/2020|EPI_ISL_443198|2020-03-12|Asia,Singapore/106/2020,EPI_ISL_443198,2020-03-12,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/HI-QDX-164/2020|EPI_ISL_468574|2020-03-12|NorthAmerica,USA/HI-QDX-164/2020,EPI_ISL_468574,2020-03-12,North America,USA,Hawaii,North America,USA,
hCoV-19/Canada/NS_42/2020|EPI_ISL_482470|2020-03-16|NorthAmerica,Canada/NS_42/2020,EPI_ISL_482470,2020-03-16,North America,Canada,Nova Scotia,North America,Canada,
hCoV-19/Colombia/CHO-GUR-0787/2020|EPI_ISL_447750|2020-03-30|SouthAmerica,Colombia/CHO-GUR-0787/2020,EPI_ISL_447750,2020-03-30,South America,South America,South America,South America,South America,
hCoV-19/USA/TX-HMH-1400/2020|EPI_ISL_542698|2020-04-13|NorthAmerica,USA/TX-HMH-1400/2020,EPI_ISL_542698,2020-04-13,North America,USA,Texas,North America,USA,
hCoV-19/USA/TX-HMH-1369/2020|EPI_ISL_542676|2020-05-01|NorthAmerica,USA/TX-HMH-1369/2020,EPI_ISL_542676,2020-05-01,North America,USA,Texas,North America,USA,
hCoV-19/Jamaica/JM-CDC-6603/2020|EPI_ISL_450797|2020-03-16|NorthAmerica,Jamaica/JM-CDC-6603/2020,EPI_ISL_450797,2020-03-16,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Bulgaria/23/2020|EPI_ISL_480303|2020-03-30|Europe,Bulgaria/23/2020,EPI_ISL_480303,2020-03-30,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/DC-CDC-9092/2020|EPI_ISL_436041|2020-03-22|NorthAmerica,USA/DC-CDC-9092/2020,EPI_ISL_436041,2020-03-22,North America,USA,Washington DC,North America,USA,
hCoV-19/Canada/NL_101/2020|EPI_ISL_469240|2020-03-22|NorthAmerica,Canada/NL_101/2020,EPI_ISL_469240,2020-03-22,North America,Canada,Newfoundland and Labrador,North America,Canada,
hCoV-19/USA/MD-HP02026/2020|EPI_ISL_511876|2020-04-19|NorthAmerica,USA/MD-HP02026/2020,EPI_ISL_511876,2020-04-19,North America,USA,Maryland,North America,USA,
hCoV-19/USA/NY-MH001832/2020|EPI_ISL_526688|2020-05-06|NorthAmerica,USA/NY-MH001832/2020,EPI_ISL_526688,2020-05-06,North America,USA,New York,North America,USA,
hCoV-19/Australia/QLD971/2020|EPI_ISL_530235|2020-04-11|Oceania,Australia/QLD971/2020,EPI_ISL_530235,2020-04-11,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/USA/TX-HMH-739/2020|EPI_ISL_546728|2020-04-07|NorthAmerica,USA/TX-HMH-739/2020,EPI_ISL_546728,2020-04-07,North America,USA,Texas,North America,USA,
hCoV-19/USA/SD-SDPHL-0002/2020|EPI_ISL_569610|2020-04-29|NorthAmerica,USA/SD-SDPHL-0002/2020,EPI_ISL_569610,2020-04-29,North America,USA,South Dakota,North America,USA,
hCoV-19/Canada/ON-S930/2020|EPI_ISL_591262|2020-04-13|NorthAmerica,Canada/ON-S930/2020,EPI_ISL_591262,2020-04-13,North America,Canada,Ontario,North America,Canada,
hCoV-19/USA/PA-MGEL73/2020|EPI_ISL_454359|2020-03-27|NorthAmerica,USA/PA-MGEL73/2020,EPI_ISL_454359,2020-03-27,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/MI-MDHHS-SC20493/2020|EPI_ISL_460031|2020-05-05|NorthAmerica,USA/MI-MDHHS-SC20493/2020,EPI_ISL_460031,2020-05-05,North America,USA,Michigan,North America,USA,
hCoV-19/USA/PR-QDX-1074/2020|EPI_ISL_571899|2020-03-20|NorthAmerica,USA/PR-QDX-1074/2020,EPI_ISL_571899,2020-03-20,North America,USA,Puerto Rico,North America,USA,
hCoV-19/DominicanRepublic/ICGEB_UNIBE032.2/2020|EPI_ISL_525468|2020-05-06|NorthAmerica,DominicanRepublic/ICGEB_UNIBE032.2/2020,EPI_ISL_525468,2020-05-06,North America,Dominican Republic,Dominican Republic,North America,Dominican Republic,
hCoV-19/USA/MN-MDH-1190/2020|EPI_ISL_477280|2020-05-05|NorthAmerica,USA/MN-MDH-1190/2020,EPI_ISL_477280,2020-05-05,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-MDH-1698/2020|EPI_ISL_560785|2020-04-08|NorthAmerica,USA/MN-MDH-1698/2020,EPI_ISL_560785,2020-04-08,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-MDH-1756/2020|EPI_ISL_590761|2020-04-10|NorthAmerica,USA/MN-MDH-1756/2020,EPI_ISL_590761,2020-04-10,North America,USA,Minnesota,North America,USA,
hCoV-19/Canada/ON-S189/2020|EPI_ISL_586376|2020-03-25|NorthAmerica,Canada/ON-S189/2020,EPI_ISL_586376,2020-03-25,North America,Canada,Ontario,North America,Canada,
hCoV-19/Canada/ON-S159/2020|EPI_ISL_586368|2020-03-24|NorthAmerica,Canada/ON-S159/2020,EPI_ISL_586368,2020-03-24,North America,Canada,Ontario,North America,Canada,
hCoV-19/Canada/NB_260/2020|EPI_ISL_481751|2020-04-05|NorthAmerica,Canada/NB_260/2020,EPI_ISL_481751,2020-04-05,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/USA/VT-UW-MAYO49/2020|EPI_ISL_491004|2020-03-23|NorthAmerica,USA/VT-UW-MAYO49/2020,EPI_ISL_491004,2020-03-23,North America,USA,Vermont,North America,USA,
hCoV-19/USA/DE-DHSS-F917890/2020|EPI_ISL_576155|2020-03-25|NorthAmerica,USA/DE-DHSS-F917890/2020,EPI_ISL_576155,2020-03-25,North America,USA,Delaware,North America,USA,
hCoV-19/USA/GA-QDX-243/2020|EPI_ISL_498720|2020-04-28|NorthAmerica,USA/GA-QDX-243/2020,EPI_ISL_498720,2020-04-28,North America,USA,Georgia,North America,USA,
hCoV-19/USA/GA-EHC-209C/2020|EPI_ISL_455359|2020-04-23|NorthAmerica,USA/GA-EHC-209C/2020,EPI_ISL_455359,2020-04-23,North America,USA,Georgia,North America,USA,
hCoV-19/Canada/NB-236/2020|EPI_ISL_479649|2020-03-31|NorthAmerica,Canada/NB-236/2020,EPI_ISL_479649,2020-03-31,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/Canada/NB-238/2020|EPI_ISL_479651|2020-03-25|NorthAmerica,Canada/NB-238/2020,EPI_ISL_479651,2020-03-25,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/USA/UT-QDX-131/2020|EPI_ISL_467912|2020-03-13|NorthAmerica,USA/UT-QDX-131/2020,EPI_ISL_467912,2020-03-13,North America,USA,Utah,North America,USA,
hCoV-19/USA/NM-UNM-00016/2020|EPI_ISL_467598|2020-03-14|NorthAmerica,USA/NM-UNM-00016/2020,EPI_ISL_467598,2020-03-14,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/OK-QDX-430/2020|EPI_ISL_571254|2020-03-19|NorthAmerica,USA/OK-QDX-430/2020,EPI_ISL_571254,2020-03-19,North America,USA,Oklahoma,North America,USA,
hCoV-19/England/BRIS-1853E63/2020|EPI_ISL_492300|2020-04-27|Europe,England/BRIS-1853E63/2020,EPI_ISL_492300,2020-04-27,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/UT-03029/2020|EPI_ISL_522301|2020-05-01|NorthAmerica,USA/UT-03029/2020,EPI_ISL_522301,2020-05-01,North America,USA,Utah,North America,USA,
hCoV-19/PuertoRico/CDC-S5/2020|EPI_ISL_434545|2020-03-23|NorthAmerica,PuertoRico/CDC-S5/2020,EPI_ISL_434545,2020-03-23,North America,USA,Puerto Rico,North America,USA,
hCoV-19/Sweden/20-50664/2020|EPI_ISL_475153|2020-04-06|Europe,Sweden/20-50664/2020,EPI_ISL_475153,2020-04-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Sweden/20-50669/2020|EPI_ISL_475154|2020-04-06|Europe,Sweden/20-50669/2020,EPI_ISL_475154,2020-04-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/HI-QDX-411/2020|EPI_ISL_571183|2020-03-17|NorthAmerica,USA/HI-QDX-411/2020,EPI_ISL_571183,2020-03-17,North America,USA,Hawaii,North America,USA,
hCoV-19/USA/SD-SDPHL-0003/2020|EPI_ISL_569611|2020-05-06|NorthAmerica,USA/SD-SDPHL-0003/2020,EPI_ISL_569611,2020-05-06,North America,USA,South Dakota,North America,USA,
hCoV-19/USA/SD-UW-MAYO73/2020|EPI_ISL_500517|2020-04-02|NorthAmerica,USA/SD-UW-MAYO73/2020,EPI_ISL_500517,2020-04-02,North America,USA,South Dakota,North America,USA,
hCoV-19/USA/MI-MDHHS-SC21198/2020|EPI_ISL_507455|2020-04-01|NorthAmerica,USA/MI-MDHHS-SC21198/2020,EPI_ISL_507455,2020-04-01,North America,USA,Michigan,North America,USA,
hCoV-19/USA/FL-BPHL-0072/2020|EPI_ISL_445015|2020-04-21|NorthAmerica,USA/FL-BPHL-0072/2020,EPI_ISL_445015,2020-04-21,North America,USA,Florida,North America,USA,
hCoV-19/Austria/CeMM0523/2020|EPI_ISL_583599|2020-04-01|Europe,Austria/CeMM0523/2020,EPI_ISL_583599,2020-04-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/VA-DCLS-0864/2020|EPI_ISL_516660|2020-04-30|NorthAmerica,USA/VA-DCLS-0864/2020,EPI_ISL_516660,2020-04-30,North America,USA,Virginia,North America,USA,
hCoV-19/USA/OR-OHSU-0087/2020|EPI_ISL_468101|2020-04-25|NorthAmerica,USA/OR-OHSU-0087/2020,EPI_ISL_468101,2020-04-25,North America,USA,Oregon,North America,USA,
hCoV-19/USA/WI-GMF-00588/2020|EPI_ISL_422463|2020-04-06|NorthAmerica,USA/WI-GMF-00588/2020,EPI_ISL_422463,2020-04-06,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/NY-Wadsworth-34804-01/2020|EPI_ISL_525645|2020-03-31|NorthAmerica,USA/NY-Wadsworth-34804-01/2020,EPI_ISL_525645,2020-03-31,North America,USA,New York,North America,USA,
hCoV-19/USA/TN-CDC-0818/2020|EPI_ISL_540433|2020-03-24|NorthAmerica,USA/TN-CDC-0818/2020,EPI_ISL_540433,2020-03-24,North America,USA,Tennessee,North America,USA,
hCoV-19/USA/PA-MGEL86/2020|EPI_ISL_454370|2020-04-01|NorthAmerica,USA/PA-MGEL86/2020,EPI_ISL_454370,2020-04-01,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/CT-Yale-328/2020|EPI_ISL_476556|2020-04-01|NorthAmerica,USA/CT-Yale-328/2020,EPI_ISL_476556,2020-04-01,North America,USA,Connecticut,North America,USA,
hCoV-19/USA/MI-QDX-361/2020|EPI_ISL_571104|2020-03-23|NorthAmerica,USA/MI-QDX-361/2020,EPI_ISL_571104,2020-03-23,North America,USA,Michigan,North America,USA,
hCoV-19/USA/OH-QDX-914/2020|EPI_ISL_571686|2020-03-23|NorthAmerica,USA/OH-QDX-914/2020,EPI_ISL_571686,2020-03-23,North America,USA,Ohio,North America,USA,
hCoV-19/USA/AR-QDX-377/2020|EPI_ISL_571018|2020-03-23|NorthAmerica,USA/AR-QDX-377/2020,EPI_ISL_571018,2020-03-23,North America,USA,Arkansas,North America,USA,
hCoV-19/USA/AL-QDX-949/2020|EPI_ISL_571572|2020-03-23|NorthAmerica,USA/AL-QDX-949/2020,EPI_ISL_571572,2020-03-23,North America,USA,Alabama,North America,USA,
hCoV-19/Georgia/Tb-7856/2020|EPI_ISL_481380|2020-05-01|Asia,Georgia/Tb-7856/2020,EPI_ISL_481380,2020-05-01,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Georgia/Tb-6598/2020|EPI_ISL_447055|2020-04-29|Asia,Georgia/Tb-6598/2020,EPI_ISL_447055,2020-04-29,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/MI-QDX-1153/2020|EPI_ISL_571883|2020-03-24|NorthAmerica,USA/MI-QDX-1153/2020,EPI_ISL_571883,2020-03-24,North America,USA,Michigan,North America,USA,
hCoV-19/USA/MI-MDHHS-SC21140/2020|EPI_ISL_507916|2020-03-24|NorthAmerica,USA/MI-MDHHS-SC21140/2020,EPI_ISL_507916,2020-03-24,North America,USA,Michigan,North America,USA,
hCoV-19/Mexico/BCN-ALSR-1710/2020|EPI_ISL_496371|2020-03-26|NorthAmerica,Mexico/BCN-ALSR-1710/2020,EPI_ISL_496371,2020-03-26,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/USA/WY-USAFSAM-S016/2020|EPI_ISL_512790|2020-03-28|NorthAmerica,USA/WY-USAFSAM-S016/2020,EPI_ISL_512790,2020-03-28,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/NV-NSPHL-A0114/2020|EPI_ISL_515385|2020-04-18|NorthAmerica,USA/NV-NSPHL-A0114/2020,EPI_ISL_515385,2020-04-18,North America,USA,Nevada,North America,USA,
hCoV-19/France/ARA-23121/2020|EPI_ISL_508926|2020-04-10|Europe,France/ARA-23121/2020,EPI_ISL_508926,2020-04-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/VI-CDC-4399/2020|EPI_ISL_454647|2020-04-27|NorthAmerica,USA/VI-CDC-4399/2020,EPI_ISL_454647,2020-04-27,North America,USA,Virgin Islands,North America,USA,
hCoV-19/USA/NM-UNM-00085/2020|EPI_ISL_467632|2020-04-01|NorthAmerica,USA/NM-UNM-00085/2020,EPI_ISL_467632,2020-04-01,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/MI-MDHHS-SC21162/2020|EPI_ISL_507419|2020-04-02|NorthAmerica,USA/MI-MDHHS-SC21162/2020,EPI_ISL_507419,2020-04-02,North America,USA,Michigan,North America,USA,
hCoV-19/USA/SD-SDPHL-0001/2020|EPI_ISL_569609|2020-04-03|NorthAmerica,USA/SD-SDPHL-0001/2020,EPI_ISL_569609,2020-04-03,North America,USA,South Dakota,North America,USA,
hCoV-19/USA/MI-MDHHS-SC21354/2020|EPI_ISL_507608|2020-04-03|NorthAmerica,USA/MI-MDHHS-SC21354/2020,EPI_ISL_507608,2020-04-03,North America,USA,Michigan,North America,USA,
hCoV-19/USA/IL-UW-125/2020|EPI_ISL_427432|2020-04-07|NorthAmerica,USA/IL-UW-125/2020,EPI_ISL_427432,2020-04-07,North America,USA,Illinois,North America,USA,
hCoV-19/USA/VI-CDC-4022/2020|EPI_ISL_454643|2020-04-17|NorthAmerica,USA/VI-CDC-4022/2020,EPI_ISL_454643,2020-04-17,North America,USA,Virgin Islands,North America,USA,
hCoV-19/USA/FL-BPHL-0087/2020|EPI_ISL_445030|2020-04-27|NorthAmerica,USA/FL-BPHL-0087/2020,EPI_ISL_445030,2020-04-27,North America,USA,Florida,North America,USA,
hCoV-19/USA/NM-UNM-00713/2020|EPI_ISL_582151|2020-05-08|NorthAmerica,USA/NM-UNM-00713/2020,EPI_ISL_582151,2020-05-08,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/NM-UNM-00565/2020|EPI_ISL_542980|2020-05-09|NorthAmerica,USA/NM-UNM-00565/2020,EPI_ISL_542980,2020-05-09,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/IA-QDX-249/2020|EPI_ISL_498721|2020-04-29|NorthAmerica,USA/IA-QDX-249/2020,EPI_ISL_498721,2020-04-29,North America,USA,Iowa,North America,USA,
hCoV-19/USA/NJ-QDX-1209/2020|EPI_ISL_571970|2020-03-17|NorthAmerica,USA/NJ-QDX-1209/2020,EPI_ISL_571970,2020-03-17,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/OK-QDX-749/2020|EPI_ISL_571551|2020-03-17|NorthAmerica,USA/OK-QDX-749/2020,EPI_ISL_571551,2020-03-17,North America,USA,Oklahoma,North America,USA,
hCoV-19/USA/PA-MGEL104/2020|EPI_ISL_454383|2020-03-31|NorthAmerica,USA/PA-MGEL104/2020,EPI_ISL_454383,2020-03-31,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/DC-HP00070/2020|EPI_ISL_438229|2020-03-17|NorthAmerica,USA/DC-HP00070/2020,EPI_ISL_438229,2020-03-17,North America,USA,Washington DC,North America,USA,
hCoV-19/Jamaica/JM-CDC-7286/2020|EPI_ISL_450799|2020-03-17|NorthAmerica,Jamaica/JM-CDC-7286/2020,EPI_ISL_450799,2020-03-17,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Beijing/NPRC0004/2020|EPI_ISL_575330|2020-04-15|Asia,Beijing/NPRC0004/2020,EPI_ISL_575330,2020-04-15,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/WA-UW-3941/2020|EPI_ISL_427215|2020-03-27|NorthAmerica,USA/WA-UW-3941/2020,EPI_ISL_427215,2020-03-27,North America,USA,Washington,North America,USA,
hCoV-19/USA/AK-PHL178/2020|EPI_ISL_437517|2020-04-08|NorthAmerica,USA/AK-PHL178/2020,EPI_ISL_437517,2020-04-08,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL152/2020|EPI_ISL_436464|2020-04-07|NorthAmerica,USA/AK-PHL152/2020,EPI_ISL_436464,2020-04-07,North America,USA,Alaska,North America,USA,
hCoV-19/Vietnam/HCMC-35001/2020|EPI_ISL_498181|2020-03-17|Asia,Vietnam/HCMC-35001/2020,EPI_ISL_498181,2020-03-17,Asia,Asia,Asia,Asia,Asia,
hCoV-19/France/IDF-8763/2020|EPI_ISL_560644|2020-05-09|Europe,France/IDF-8763/2020,EPI_ISL_560644,2020-05-09,Europe,Europe,Europe,Europe,Europe,
hCoV-19/SouthKorea/KCDC2202/2020|EPI_ISL_506995|2020-04-11|Asia,SouthKorea/KCDC2202/2020,EPI_ISL_506995,2020-04-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/AL-QDX-394/2020|EPI_ISL_571016|2020-03-23|NorthAmerica,USA/AL-QDX-394/2020,EPI_ISL_571016,2020-03-23,North America,USA,Alabama,North America,USA,
hCoV-19/Taiwan/TSGH-38/2020|EPI_ISL_458029|2020-03-24|Asia,Taiwan/TSGH-38/2020,EPI_ISL_458029,2020-03-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Germany/BY-MVP-0096/2020|EPI_ISL_437288|2020-04-03|Europe,Germany/BY-MVP-0096/2020,EPI_ISL_437288,2020-04-03,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Belgium/IMJ-0401373/2020|EPI_ISL_462227|2020-04-01|Europe,Belgium/IMJ-0401373/2020,EPI_ISL_462227,2020-04-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/CT-Yale-241/2020|EPI_ISL_463173|2020-04-01|NorthAmerica,USA/CT-Yale-241/2020,EPI_ISL_463173,2020-04-01,North America,USA,Connecticut,North America,USA,
hCoV-19/USA/IL-NM0127/2020|EPI_ISL_444609|2020-03-21|NorthAmerica,USA/IL-NM0127/2020,EPI_ISL_444609,2020-03-21,North America,USA,Illinois,North America,USA,
hCoV-19/USA/IL-UW-1065/2020|EPI_ISL_516491|2020-04-20|NorthAmerica,USA/IL-UW-1065/2020,EPI_ISL_516491,2020-04-20,North America,USA,Illinois,North America,USA,
hCoV-19/USA/MI-MDHHS-SC21229/2020|EPI_ISL_507485|2020-04-07|NorthAmerica,USA/MI-MDHHS-SC21229/2020,EPI_ISL_507485,2020-04-07,North America,USA,Michigan,North America,USA,
hCoV-19/USA/DC-HP00080/2020|EPI_ISL_438237|2020-03-20|NorthAmerica,USA/DC-HP00080/2020,EPI_ISL_438237,2020-03-20,North America,USA,Washington DC,North America,USA,
hCoV-19/USA/AZ-WL171/2020|EPI_ISL_426484|2020-03-19|NorthAmerica,USA/AZ-WL171/2020,EPI_ISL_426484,2020-03-19,North America,USA,Arizona,North America,USA,
hCoV-19/USA/CO-CSU-D2575-2/2020|EPI_ISL_527467|2020-05-06|NorthAmerica,USA/CO-CSU-D2575-2/2020,EPI_ISL_527467,2020-05-06,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D0376/2020|EPI_ISL_527415|2020-04-08|NorthAmerica,USA/CO-CSU-D0376/2020,EPI_ISL_527415,2020-04-08,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D1657-3/2020|EPI_ISL_527444|2020-04-15|NorthAmerica,USA/CO-CSU-D1657-3/2020,EPI_ISL_527444,2020-04-15,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D1057-2/2020|EPI_ISL_527429|2020-04-15|NorthAmerica,USA/CO-CSU-D1057-2/2020,EPI_ISL_527429,2020-04-15,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D2598-1/2020|EPI_ISL_527470|2020-04-15|NorthAmerica,USA/CO-CSU-D2598-1/2020,EPI_ISL_527470,2020-04-15,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D0459-1/2020|EPI_ISL_527416|2020-04-02|NorthAmerica,USA/CO-CSU-D0459-1/2020,EPI_ISL_527416,2020-04-02,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D2094/2020|EPI_ISL_527456|2020-04-02|NorthAmerica,USA/CO-CSU-D2094/2020,EPI_ISL_527456,2020-04-02,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D1694/2020|EPI_ISL_527447|2020-04-08|NorthAmerica,USA/CO-CSU-D1694/2020,EPI_ISL_527447,2020-04-08,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CSU-D0459-2/2020|EPI_ISL_527417|2020-04-08|NorthAmerica,USA/CO-CSU-D0459-2/2020,EPI_ISL_527417,2020-04-08,North America,USA,Colorado,North America,USA,
